Subject,Phase,State,Choice,Reward,Stay,Trial,Task,k,t
9,learn,high,1,0,0,13,1,13,57
9,learn,high,1,1,1,14,1,14,59
9,reversal,high,0,1,-1,15,1,15,61
9,reversal,high,1,1,0,16,1,16,63
9,reversal,low,0,1,-1,15,1,15,65
9,reversal,high,0,0,0,17,1,17,67
9,reversal,low,0,0,1,16,1,16,69
9,reversal,high,0,0,1,18,1,18,71
9,reversal,high,1,0,0,19,1,19,73
9,reversal,low,1,1,0,17,1,17,75
9,reversal,low,1,1,1,18,1,18,77
9,reversal,low,1,1,1,19,1,19,79
9,reversal,low,1,1,1,20,1,20,81
9,reversal,high,0,0,0,20,1,20,83
9,reversal,high,1,1,0,21,1,21,85
9,reversal,low,1,1,1,21,1,21,87
9,reversal,high,1,1,1,22,1,22,89
9,reversal,low,1,1,1,22,1,22,91
9,reversal,low,0,0,0,23,1,23,93
9,reversal,high,1,0,1,23,1,23,95
9,reversal,high,1,1,1,24,1,24,97
9,reversal,low,1,0,0,24,1,24,99
9,reversal,high,1,1,1,25,1,25,101
9,reversal,low,1,0,1,25,1,25,103
9,reversal,low,1,1,1,26,1,26,105
9,reversal,high,1,1,1,26,1,26,107
9,reversal,high,1,1,1,27,1,27,109
9,reversal,low,1,1,1,27,1,27,111
9,reversal,low,1,1,1,28,1,28,113
9,reversal,low,1,1,1,29,1,29,115
9,reversal,high,1,0,1,28,1,28,117
9,reversal,high,1,1,1,29,1,29,119
